track_name; album_name; release_date; album_uri; artists; artist_uri; duration_ms; popularity; track_number; track_uri; danceability; energy; key; mode; loudness; speechiness; acousticness; instrumentalness; liveness; valence; tempo; time_signature
Eve II (Odesza Remix); Dusk to Dawn Remixes; 2015-07-08; spotify:album:0lI0Leat0YXXyKeLGUtsSW; Emancipator; spotify:artist:6HCnsY0Rxi3cg53xreoAIm; 309226; 45; 3; spotify:track:2HJeCc5Dy2pB6OR3FGO7yc; 0.708; 0.745; 2; 1; -6.961; 0.0424; 0.0464; 0.873; 0.365; 0.161; 122.016; 4
Holding On; The Grand Mirage; 2020-03-27; spotify:album:3T3iEUrvPpvwOQ3VePidnS; Robotaki; spotify:artist:5ar4zFgUQG1RsH8nhmjOeM; 211615; 27; 5; spotify:track:55fk5xdEvN4PxKKPtNTxst; 0.689; 0.802; 6; 1; -4.658; 0.0548; 0.00566; 2.43e-06; 0.11; 0.736; 117.037; 4
The Look; The English Riviera; 2011-04-11; spotify:album:716fnrS2qXChPC3J2X73pK; Metronomy; spotify:artist:54QMjE4toDfiCryzYWCpXX; 277653; 70; 4; spotify:track:6zfczP87XO2SxWlQtnjFNa; 0.638; 0.535; 9; 0; -7.792; 0.0415; 0.623; 0.0391; 0.0837; 0.504; 84.947; 4
Bummed (feat. Alison Wonderland); Bummed (feat. Alison Wonderland); 2020-03-05; spotify:album:38AOH6bBpJDYTn1EAaCMSn; Chet Porter; spotify:artist:1BjaGDkxwa2fb2pSCXlFXb; 184800; 52; 1; spotify:track:37BH3RrKhRaHMQwuhlkEaF; 0.437; 0.759; 8; 1; -6.133; 0.039; 0.000371; 0; 0.0872; 0.382; 160.034; 4
Bedford Falls; (The) Evening; 2018-11-16; spotify:album:1WAExahkEGsMUauWU4CS6f; ford.; spotify:artist:7ItbAZITSFxSy5LJChXe18; 203294; 45; 9; spotify:track:3czU3hYMIg7bdfVFXJWCvI; 0.375; 0.374; 1; 1; -8.476; 0.0371; 0.94; 0.587; 0.209; 0.0932; 170.136; 4
Living, Breathing; Living, Breathing; 2020-05-14; spotify:album:2hJ9yQHgZgYZMCj0TgdG0y; ford.; spotify:artist:7ItbAZITSFxSy5LJChXe18; 188732; 39; 1; spotify:track:1quSnHQLRfLBBiJQ5VKwBp; 0.678; 0.442; 7; 0; -10.226; 0.355; 0.672; 0.861; 0.0908; 0.304; 130.097; 4
Dusk; (The) Evening; 2018-11-16; spotify:album:1WAExahkEGsMUauWU4CS6f; ford.; spotify:artist:7ItbAZITSFxSy5LJChXe18; 202302; 42; 1; spotify:track:0AnILs0ZtjlTCJ636WooPX; 0.602; 0.493; 2; 1; -10.167; 0.243; 0.828; 0.337; 0.333; 0.228; 84.964; 4
(The) Evening; (The) Evening; 2018-11-16; spotify:album:1WAExahkEGsMUauWU4CS6f; ford.; spotify:artist:7ItbAZITSFxSy5LJChXe18; 183700; 33; 7; spotify:track:43ICr3HP78fPXV45wWykQL; 0.6; 0.485; 8; 1; -9.963; 0.0605; 0.0385; 0.87; 0.111; 0.0554; 90.015; 4
DAWN (feat. Totally Enormous Extinct Dinosaurs); DAWN; 2020-06-30; spotify:album:4sSMt6vSlrlS0k5yq6hZ3H; BRONSON; spotify:artist:60yfafz0P3gqaUaOUIddae; 443466; 50; 1; spotify:track:4t9Wd5Uk7F1o4JoJNtZQKc; 0.626; 0.805; 0; 1; -5.02; 0.0429; 0.035; 0.569; 0.0983; 0.0362; 119.993; 4
VAULTS; HEART ATTACK / VAULTS; 2020-04-28; spotify:album:0SrZP210qeRNZd2G3ciNVt; BRONSON; spotify:artist:60yfafz0P3gqaUaOUIddae; 244453; 50; 2; spotify:track:7DBi89fp9dzk2d2ij4Yo2x; 0.652; 0.96; 9; 0; -2.861; 0.0438; 0.036; 0.868; 0.203; 0.156; 124.015; 4
Water Baby; Geography; 2018-04-06; spotify:album:28enuddLPEA914scE6Drvk; Tom Misch; spotify:artist:1uiEZYehlNivdK3iQyAbye; 271530; 54; 10; spotify:track:6Pd20wirRDM9k4e69px3dN; 0.666; 0.537; 8; 1; -10.467; 0.249; 0.477; 0.0208; 0.0656; 0.653; 93.002; 4
Weekend; Skin Companion EP II; 2017-02-17; spotify:album:1e97vaQCuuZH9515xaj2cd; Flume; spotify:artist:6nxWCVXbOlEVRexSbLsTer; 259176; 45; 2; spotify:track:797cARXs5UuXT7anWuILTP; 0.263; 0.341; 1; 0; -10.32; 0.0329; 0.51; 0.526; 0.0632; 0.0396; 129.626; 4
EARFQUAKE; IGOR; 2019-05-17; spotify:album:5zi7WsKlIiUXv09tbGLKsE; Tyler, The Creator; spotify:artist:4V8LLVI7PbaPR0K2TGSxFF; 190066; 82; 2; spotify:track:5hVghJ4KaYES3BFUATCYn0; 0.554; 0.498; 9; 1; -8.866; 0.0685; 0.23; 5.98e-06; 0.795; 0.413; 79.635; 4
Heavy With Hoping; Good Faith; 2019-11-15; spotify:album:6Lq1lrCfkpxKa4jCo5gKWr; Madeon; spotify:artist:4pb4rqWSoGUgxm63xmJ8xc; 241040; 50; 9; spotify:track:2W2e6TBrwJt4ASh5jyYgvZ; 0.316; 0.575; 11; 1; -8.983; 0.0429; 0.0212; 0.543; 0.257; 0.11; 194.942; 3
Heart; Heart; 2019-04-26; spotify:album:5oOeNGXiuRst2Dat4Ufkhp; OTR; spotify:artist:0oeUdHJ3cy1oveb8WguJJt; 195360; 54; 1; spotify:track:1IQgMSRjsLjVw5VZFeWcC0; 0.442; 0.431; 0; 0; -9.007; 0.0382; 0.0102; 0.000202; 0.118; 0.0707; 109.128; 4
Night Trouble; Night Trouble; 2015; spotify:album:7u7l9XNKOdM1UXLOL4BJq8; Petit Biscuit; spotify:artist:6gK1Uct5FEdaUWRWpU4Cl2; 391256; 63; 1; spotify:track:5LLtNp8qc3NaCIieZ2W4Dk; 0.411; 0.364; 1; 1; -15.335; 0.0743; 0.951; 0.93; 0.126; 0.0685; 95.967; 3
Oxygen; Oxygen; 2016-06-24; spotify:album:2OduN4aoUP3wYoZRSEsrUf; Fred V & Grafix; spotify:artist:1wzBqAvtFexgKHjt7i3ena; 309158; 35; 9; spotify:track:4gx78VcgdkjAIEWjG1ZrTE; 0.263; 0.368; 10; 0; -11.822; 0.0479; 0.0608; 5.86e-05; 0.129; 0.23; 84.653; 4
Snow (Hey Oh); Stadium Arcadium; 2006-05-09; spotify:album:7xl50xr9NDkd3i2kBbzsNZ; Red Hot Chili Peppers; spotify:artist:0L8ExT028jH3ddEcZwqJJ5; 334666; 78; 2; spotify:track:2aibwv5hGXSgw7Yru8IYTO; 0.427; 0.9; 11; 1; -3.674; 0.0499; 0.116; 1.75e-05; 0.119; 0.599; 104.655; 4
Dani California; Stadium Arcadium; 2006-05-09; spotify:album:7xl50xr9NDkd3i2kBbzsNZ; Red Hot Chili Peppers; spotify:artist:0L8ExT028jH3ddEcZwqJJ5; 282160; 76; 1; spotify:track:10Nmj3JCNoMeBQ87uw5j8k; 0.556; 0.913; 0; 1; -2.36; 0.0437; 0.0193; 8.59e-06; 0.346; 0.73; 96.184; 4
Sixteen; Snow In October EP; 2017-10-06; spotify:album:1cKpcrL8XZwgMKbRiY9zLl; Chelsea Cutler; spotify:artist:5JMLG56F1X5mFmWNmS0iAp; 226379; 24; 6; spotify:track:6StLaoIKbFr2Z75BPiYgtb; 0.648; 0.551; 1; 0; -7.452; 0.0288; 0.165; 0.000109; 0.111; 0.385; 89.991; 4
Pure Luck (feat. Freya Staer); Pure Luck (feat. Freya Staer); 2017-03-13; spotify:album:7LjoTafSX4wpEGUyYDuHSA; Ninajirachi; spotify:artist:3MekbRujJg5VZThubOlrkR; 202866; 0; 1; spotify:track:5F9Td50J660cg3XgoNFzLN; 0.635; 0.775; 11; 0; -7.734; 0.0442; 0.421; 0.0777; 0.0721; 0.15; 179.961; 4
XO; i think you think too much of me; 2016-08-19; spotify:album:7AVvQhnDEUidKyJsXmQ7ju; EDEN; spotify:artist:1t20wYnTiAT0Bs7H1hv9Wt; 159512; 72; 2; spotify:track:0ZAiqymvbQUZAh9y6ZT3Rm; 0.611; 0.39; 2; 0; -5.861; 0.116; 0.625; 0; 0.118; 0.617; 163.897; 4
Gravity; End Credits; 2015-08-19; spotify:album:5eESUGzjysOJC0S2y2KwYn; EDEN; spotify:artist:1t20wYnTiAT0Bs7H1hv9Wt; 230511; 56; 3; spotify:track:4gUQmfnDAS7wwH0pzOH3Fb; 0.505; 0.437; 11; 0; -7.756; 0.044; 0.71; 0.000169; 0.114; 0.247; 125.379; 4
Bad At Love; hopeless fountain kingdom (Deluxe); 2017-06-02; spotify:album:7GjG91tyHQNGEHzKJaqOi0; Halsey; spotify:artist:26VFTg2z8YR0cCuwLzESi2; 181279; 75; 11; spotify:track:7y9iMe8SOB6z3NoHE2OfXl; 0.675; 0.751; 0; 1; -3.539; 0.0296; 0.0604; 0; 0.0893; 0.612; 118.384; 4
Now Or Never; hopeless fountain kingdom (Deluxe); 2017-06-02; spotify:album:7GjG91tyHQNGEHzKJaqOi0; Halsey; spotify:artist:26VFTg2z8YR0cCuwLzESi2; 214801; 69; 6; spotify:track:7i2DJ88J7jQ8K7zqFX2fW8; 0.67; 0.585; 6; 0; -4.861; 0.0354; 0.107; 1.11e-06; 0.131; 0.447; 110.03; 4
Coffee; The Running Wild EP; 2019-04-26; spotify:album:4TK7X7cCvg1OQmP3XNjdlZ; Billy Raffoul; spotify:artist:5gw5ANPCVcxU0maLiGRzzP; 189873; 37; 4; spotify:track:3HaPf3qCUIhmUAWGHRx8Jo; 0.883; 0.411; 2; 1; -8.956; 0.256; 0.634; 1.05e-05; 0.252; 0.686; 93.3; 4
Dark Four Door; Dark Four Door; 2017-07-14; spotify:album:3vnr4VhgiHMI0jAqToQdn0; Billy Raffoul; spotify:artist:5gw5ANPCVcxU0maLiGRzzP; 208297; 20; 1; spotify:track:6zDTtydfcDi0Lwjr8PyDYL; 0.727; 0.215; 10; 1; -11.0; 0.0534; 0.942; 0; 0.1; 0.202; 118.225; 4
Breathe; Breathe; 2017-12-08; spotify:album:3v4nizg30tdDUQa0CwFEld; Mako; spotify:artist:0Ye4nfYAA91T1X56gnlXAA; 188360; 58; 1; spotify:track:0MBF447zy9vOGzBMPxqyx9; 0.387; 0.571; 7; 0; -6.354; 0.0402; 0.493; 0; 0.106; 0.555; 152.906; 5
Cough Syrup; Young The Giant (Special Edition); 2011; spotify:album:2ww7MYrkExsljnKhcINDse; Young the Giant; spotify:artist:4j56EQDQu5XnL7R3E9iFJT; 249520; 71; 4; spotify:track:1UqhkbzB1kuFwt2iy4h29Q; 0.534; 0.721; 11; 0; -7.307; 0.0417; 0.0343; 6.24e-06; 0.115; 0.225; 128.978; 3
Conversations with my Wife; Glory Sound Prep; 2018-11-09; spotify:album:59YYObx9wFEFG5zVdlfwvf; Jon Bellion; spotify:artist:50JJSqHUf2RQ9xsHs0KMHg; 206210; 58; 1; spotify:track:1EAZ0APxPiVuzDb7R5TfVI; 0.496; 0.487; 6; 1; -7.003; 0.0301; 0.0222; 1.85e-05; 0.638; 0.321; 138.187; 4
80's Films; The Human Condition; 2016-06-10; spotify:album:2jJReDZqTuAxr4R0ItimZc; Jon Bellion; spotify:artist:50JJSqHUf2RQ9xsHs0KMHg; 216036; 54; 2; spotify:track:5KSNxyuyp5K1kDT6LvX8oZ; 0.507; 0.461; 6; 1; -7.761; 0.128; 0.0288; 0; 0.0483; 0.665; 136.219; 3
Stupid Deep; Glory Sound Prep; 2018-11-09; spotify:album:59YYObx9wFEFG5zVdlfwvf; Jon Bellion; spotify:artist:50JJSqHUf2RQ9xsHs0KMHg; 178176; 66; 4; spotify:track:7cK7hDrE7vAesPf8xd5zmb; 0.362; 0.377; 2; 1; -9.713; 0.0339; 0.732; 0.000631; 0.127; 0.294; 137.891; 4
Electric Touch; GALLERY; 2017-05-19; spotify:album:2FNk380jCQyICbwtkOdEHE; A R I Z O N A; spotify:artist:7hOGhpa8RMSuDOWntGIAJt; 198493; 55; 7; spotify:track:0AS090YJNo3vh75GrFxwbX; 0.652; 0.784; 0; 1; -4.102; 0.0398; 0.248; 4.24e-05; 0.0851; 0.445; 100.995; 4
Genghis Khan; iii; 2016-03-04; spotify:album:3pWJFrSX6apPzt4inM4zXt; Miike Snow; spotify:artist:4l1cKWYW591xnwEGxpUg3J; 212146; 64; 3; spotify:track:6MDijuuArPJv1vbp7K1x3f; 0.688; 0.847; 10; 0; -3.238; 0.0508; 0.04; 2.81e-06; 0.598; 0.453; 93.979; 4
Into The Sunset; Hourglass; 2016-12-09; spotify:album:2j2U3SyYuAraU6ax4bztHv; Mako; spotify:artist:0Ye4nfYAA91T1X56gnlXAA; 207245; 48; 5; spotify:track:5boKf6FD2xRwUJVqrh9hMF; 0.651; 0.697; 10; 1; -6.532; 0.0636; 0.46; 0; 0.207; 0.551; 124.039; 4
Coyote; Coyote; 2019-04-12; spotify:album:23heB0wMQtjfJNWfDPab9C; Mako; spotify:artist:0Ye4nfYAA91T1X56gnlXAA; 232720; 44; 1; spotify:track:7Bgli0yPH0aFzuXMa7BnJE; 0.554; 0.773; 4; 0; -6.124; 0.0537; 0.0242; 0.167; 0.338; 0.256; 133.395; 4
Feed the Beast; GALLERY; 2017-05-19; spotify:album:2FNk380jCQyICbwtkOdEHE; A R I Z O N A; spotify:artist:7hOGhpa8RMSuDOWntGIAJt; 201946; 46; 3; spotify:track:2driOHZZnMIlaUIt9e3SRD; 0.705; 0.782; 7; 0; -5.836; 0.0409; 0.00746; 0.000684; 0.3; 0.682; 107.019; 4
6's to 9's (feat. Rationale); Superdream; 2019-02-01; spotify:album:7LZAgsQQr0cm61SmUdgKlz; Big Wild; spotify:artist:0PxzGnCYBpSuaI49OR94cA; 206073; 66; 3; spotify:track:4DAaQ5InUO23d8yNRbB0Yj; 0.714; 0.663; 8; 1; -5.799; 0.0694; 0.145; 0; 0.264; 0.64; 95.497; 4
It’s Only (feat. Zyra); In Return; 2014-09-08; spotify:album:5SXT6dwhHX56Sos7KMcMF5; ODESZA; spotify:artist:21mKp7DqtSNHhCAU2ugvUw; 268000; 56; 9; spotify:track:1TSxLktSlIdEsjTGWB4Fub; 0.404; 0.587; 9; 0; -11.172; 0.156; 0.165; 0.00267; 0.231; 0.103; 120.047; 4
Animal; Miike Snow; 2009-01-01; spotify:album:3EqIz9KGQakhATc71OGQQi; Miike Snow; spotify:artist:4l1cKWYW591xnwEGxpUg3J; 263426; 60; 1; spotify:track:6vSq5q5DCs1IvwKIq53hj2; 0.774; 0.721; 6; 0; -6.662; 0.0773; 0.0126; 6.49e-06; 0.0952; 0.654; 118.048; 4
Mr. Mellow; Mana Maoli, Volume V - Hui Na Moku; 2012-04-25; spotify:album:1acebQxhPagBiWionPJtrm; King Kekai; spotify:artist:3L2hhljdDtx6P5h4FbbP5m; 208200; 16; 6; spotify:track:1dXUcTAgVP7YP7jDg8J4N6; 0.539; 0.391; 0; 0; -9.769; 0.295; 0.732; 0; 0.108; 0.386; 183.292; 4
Sun Models (feat. Madelyn Grant); In Return; 2014-09-08; spotify:album:5SXT6dwhHX56Sos7KMcMF5; ODESZA; spotify:artist:21mKp7DqtSNHhCAU2ugvUw; 160000; 66; 12; spotify:track:7jZHUhAmW5oq1cq6s8IxmK; 0.683; 0.481; 8; 0; -9.174; 0.075; 0.191; 0.736; 0.0907; 0.47; 120.001; 4
Fanfare; Hippie Castle EP; 2015-07-24; spotify:album:7mtoEwzZYBqG8JYItxcccG; Magic City Hippies; spotify:artist:1ikg4sypcURm8Vy5GP68xb; 264000; 56; 1; spotify:track:2WQzsRjsNuQz8KGEXNcJCU; 0.585; 0.62; 6; 1; -9.075; 0.0538; 0.0124; 0.0164; 0.135; 0.725; 80.021; 4
Hallucinogenics; Bank On The Funeral; 2019-04-05; spotify:album:3IQhe9N4j1tXTwKlhT2FsL; Matt Maeson; spotify:artist:7gHscNMDI8FF8pcgrV8eIn; 187173; 70; 6; spotify:track:6bLU8e0LGyztE9iD5DWBQ1; 0.549; 0.653; 0; 1; -7.47; 0.0503; 0.457; 0; 0.0969; 0.287; 121.348; 4
Bicycle; Bicycle; 2018-10-05; spotify:album:6NBe1Gg61gQA8aJaeYLAlm; filous; spotify:artist:2IjiuEObrCKyZvSb8xLxG9; 199600; 48; 1; spotify:track:7dZJrIhvv8dkM6O7Xb8Lww; 0.756; 0.633; 0; 1; -7.884; 0.136; 0.201; 0.165; 0.184; 0.415; 118.99; 4
All My Friends Are Rich; All My Friends Are Rich; 2019-03-15; spotify:album:7yHzAWSYTkARJ7iPe7jsmv; filous; spotify:artist:2IjiuEObrCKyZvSb8xLxG9; 185322; 48; 1; spotify:track:50abVpHsKwQ1BAb4T2CDEA; 0.753; 0.562; 10; 1; -7.045; 0.0474; 0.278; 0; 0.38; 0.579; 96.026; 4
Monday (with Ashe); Monday (with Ashe); 2019-07-26; spotify:album:6IdAHwqxS8LeNRF4sNMg1g; filous; spotify:artist:2IjiuEObrCKyZvSb8xLxG9; 195722; 49; 1; spotify:track:13dKS2S1CFAVyDwOZmIW0p; 0.745; 0.518; 0; 1; -7.552; 0.166; 0.0616; 1.67e-05; 0.134; 0.482; 113.863; 4
Pink & Blue; Weather; 2019-07-12; spotify:album:1mRyfDR7Dc55GbC8V3kVis; Tycho; spotify:artist:5oOhM2DFWab8XhSdQiITry; 259165; 43; 2; spotify:track:1TJqHWEHHQ7Z5mJ0P6rXqq; 0.671; 0.546; 0; 1; -10.9; 0.0388; 0.0948; 0.205; 0.259; 0.384; 118.003; 4
Japan; Weather; 2019-07-12; spotify:album:1mRyfDR7Dc55GbC8V3kVis; Tycho; spotify:artist:5oOhM2DFWab8XhSdQiITry; 198842; 43; 3; spotify:track:5VndRF0wlvbMQsZ25GErQM; 0.602; 0.518; 7; 0; -11.249; 0.0426; 0.0613; 0.0516; 0.25; 0.347; 166.163; 4
Skate; Weather; 2019-07-12; spotify:album:1mRyfDR7Dc55GbC8V3kVis; Tycho; spotify:artist:5oOhM2DFWab8XhSdQiITry; 187340; 46; 5; spotify:track:566w1sloS9qx61zl7bN9GE; 0.703; 0.231; 5; 0; -13.094; 0.0338; 0.939; 0.0207; 0.103; 0.421; 97.07; 4
No Stress; Weather; 2019-07-12; spotify:album:1mRyfDR7Dc55GbC8V3kVis; Tycho; spotify:artist:5oOhM2DFWab8XhSdQiITry; 229657; 41; 7; spotify:track:77gipvI3N8oYcGNs411VIR; 0.493; 0.534; 7; 0; -11.326; 0.0716; 0.233; 0.00186; 0.0979; 0.349; 166.08; 4
Sunflower Seeds; Sunflower Seeds; 2016-08-26; spotify:album:5UOImThFBmntV6lpCllNFU; Bryce Vine; spotify:artist:1ShZZUjkbXCjhwrb18BA8I; 228610; 66; 1; spotify:track:4MJfCOcc2PpWOrUqOpvy1S; 0.723; 0.593; 10; 1; -5.816; 0.0308; 0.194; 5.35e-05; 0.217; 0.273; 92.985; 4
Your Love (Déjà Vu); Your Love (Déjà Vu); 2020-02-19; spotify:album:7xz9Hi6y8KaYlLNSkvme0W; Glass Animals; spotify:artist:4yvcSjfu4PC0CYQyLy4wSq; 234372; 69; 1; spotify:track:5DYD4zlGiFlkpLaf2Bk8Vl; 0.854; 0.671; 7; 1; -7.158; 0.0543; 0.019; 0.383; 0.105; 0.631; 107.994; 4
Two 10s; Two 10s; 2020-01-10; spotify:album:144pH5WuYyUJ7Vz6OIaD6g; Quinn XCII; spotify:artist:3ApUX1o6oSz321MMECyIYd; 216284; 40; 1; spotify:track:1yaWRS9r2woTNmJpCKd5l9; 0.785; 0.412; 0; 0; -8.121; 0.25; 0.696; 1.45e-05; 0.142; 0.513; 143.093; 4
When We're High - Ossian Remix; When We're High (Remixes); 2017-06-30; spotify:album:7hkZgIBaAuhF2qLmK2MvUj; LP; spotify:artist:0J7U24vlOOIeMpuaO6Q85A; 244130; 34; 2; spotify:track:2OTjgAFoFg0pDAZwGLxr86; 0.769; 0.716; 11; 0; -4.759; 0.109; 0.0111; 1.38e-06; 0.118; 0.396; 119.031; 4
Walking On A Dream; Walking On A Dream (10th Anniversary Edition); 2008-10-03; spotify:album:5B6XfyHHYawyLkEvNvhSPh; Empire of the Sun; spotify:artist:67hb7towEyKvt5Z8Bx306c; 198440; 75; 2; spotify:track:5r5cp9IpziiIsR6b93vcnQ; 0.871; 0.701; 5; 0; -5.594; 0.0458; 0.257; 7.52e-06; 0.0589; 0.716; 126.975; 4
So Much Better - Avicii Remix; AVĪCI (01); 2017-08-10; spotify:album:1m3mf7xkXIwssVriaaTjOS; Avicii; spotify:artist:1vCWHaC5f2uS3yhpwWbIA6; 157152; 55; 6; spotify:track:6i3WMnuvd8DtczaGIMJvwC; 0.792; 0.668; 6; 0; -5.67; 0.0742; 0.24; 0.371; 0.142; 0.242; 109.956; 4
scorton's creek - re-imagined by filous; scorton's creek (re-imagined by filous); 2020-06-12; spotify:album:72Hk7UBB0gMymYlRre61aC; Isaac Dunbar; spotify:artist:2sBVpvpeQxK01FqIt5t816; 179826; 51; 1; spotify:track:5uSwYU4V1hFDZYEHF87RmK; 0.803; 0.549; 4; 0; -7.565; 0.124; 0.22; 9.03e-06; 0.112; 0.695; 100.007; 4
Across The Room - Tycho Remix; Across The Room Remixes; 2018-06-20; spotify:album:6xEvyt1ECLB5aYKAOQkpWa; ODESZA; spotify:artist:21mKp7DqtSNHhCAU2ugvUw; 231910; 56; 1; spotify:track:1nzLNeyk835Q9h1zPS4gr9; 0.383; 0.765; 6; 1; -7.295; 0.0539; 0.00371; 6.08e-05; 0.101; 0.16; 177.89; 4
Ghost of Kodoku (Tycho Remix); Ghost of Kodoku (Tycho Remix); 2020-07-07; spotify:album:19RdBnqS6ACXnzOpxhFtbu; Tycho; spotify:artist:5oOhM2DFWab8XhSdQiITry; 329453; 53; 1; spotify:track:7wxTeB6tMdRjgM9MdOkRii; 0.701; 0.608; 10; 1; -8.225; 0.0416; 0.598; 0.927; 0.12; 0.401; 119.997; 4
Something Something; Atmosphere; 2013-09-10; spotify:album:6poiDDI8corGzWMXUechzZ; Kaskade; spotify:artist:6TQj5BFPooTa08A7pk8AQ1; 291503; 31; 10; spotify:track:1ZFrBSRfJnR6DqD0sY93C2; 0.475; 0.703; 4; 1; -6.115; 0.0286; 0.000673; 0.00125; 0.139; 0.147; 120.038; 4
Lost And Found (ODESZA Remix); The Hidden Shades; 2014-07-22; spotify:album:3epEu0CFx0xqGoI881sNB8; Pretty Lights; spotify:artist:4iVhFmG8YCCEHANGeUUS9q; 278333; 46; 5; spotify:track:69d67l28GKygFwW4QbyfDR; 0.332; 0.661; 9; 1; -5.861; 0.343; 0.00275; 0.0832; 0.19; 0.0508; 90.012; 4
We Rise - Acoustic; We Rise (Acoustic); 2017-04-25; spotify:album:5Pli0hxvuFNx1ypNmSw5Tl; San Holo; spotify:artist:0jNDKefhfSbLR9sFvcPLHo; 118000; 47; 1; spotify:track:7KsKV9SQo8bomuADRzMSxH; 0.421; 0.143; 1; 1; -19.727; 0.0391; 0.971; 0.153; 0.107; 0.158; 113.081; 4
Heat Waves; Heat Waves; 2020-06-29; spotify:album:69K1zrf6TkXHdYUO8n2qVi; Glass Animals; spotify:artist:4yvcSjfu4PC0CYQyLy4wSq; 238805; 76; 1; spotify:track:6CDzDgIUqeDY5g8ujExx2f; 0.761; 0.525; 11; 1; -6.9; 0.0944; 0.44; 6.7e-06; 0.0921; 0.531; 80.87; 4
Dreamland; Dreamland; 2020-05-01; spotify:album:1YuD9tjpVMRbSmWDfOiyem; Glass Animals; spotify:artist:4yvcSjfu4PC0CYQyLy4wSq; 203492; 66; 1; spotify:track:5Bkw0lMhwk8tF4kMgCCJLv; 0.253; 0.352; 8; 1; -11.509; 0.0357; 0.883; 0.00191; 0.0668; 0.099; 141.97; 5
Shelter Song; Sun Structures (Deluxe Version); 2014; spotify:album:4fN8Wj4c4nrXj6kogr6zgl; Temples; spotify:artist:4ogwGU9VPWrnVBs1GEwZVV; 190558; 46; 1; spotify:track:2nDkHJPY0vpydGiiDABaS6; 0.491; 0.899; 9; 1; -3.315; 0.0373; 0.000212; 8.52e-05; 0.167; 0.537; 126.061; 4
The Difference - Jon Hopkins Remix; The Difference (Jon Hopkins Remix); 2020-06-17; spotify:album:6LdFryPw3LFwyLqBriy9gw; Flume; spotify:artist:6nxWCVXbOlEVRexSbLsTer; 326281; 56; 1; spotify:track:3743gdiZ12ZJA3VrOf6U61; 0.62; 0.791; 1; 1; -6.839; 0.031; 0.000802; 0.745; 0.138; 0.361; 140.014; 4
Tripping Off; Layers; 2016-11-04; spotify:album:66KCBRiOFSs9bki2A15WlB; Kungs; spotify:artist:7keGfmQR4X5w0two1xKZ7d; 176346; 48; 9; spotify:track:5JdhojQ6h2Cy2t6uH5jPAa; 0.717; 0.614; 10; 0; -7.082; 0.0328; 0.13; 0.000312; 0.169; 0.42; 123.999; 4
On Trees And Birds And Fire - Sam Feldt & Bloombox Remix Edit; On Trees And Birds And Fire (Sam Feldt & Bloombox Remix); 2014-09-01; spotify:album:5qRo5QLmNjDRZlkXx6p17i; I Am Oak; spotify:artist:3rkCcFVpbFYCvnNKTT7LUe; 177946; 41; 1; spotify:track:3nljQygQZvUTEpiVwAkIa0; 0.68; 0.654; 10; 1; -6.062; 0.0508; 0.193; 0.000128; 0.274; 0.309; 117.054; 4
Give Me Love; Give Me Love; 2018-04-06; spotify:album:54Z6HynipVdG5v1K5npk5n; Leu Leu Land; spotify:artist:6lH8TyRSfitGTanY5N4k2J; 222450; 44; 1; spotify:track:6lvVHgUNx8sIN9j7pIAXY0; 0.755; 0.752; 11; 1; -5.105; 0.054; 0.00384; 2.82e-06; 0.144; 0.429; 120.037; 4
Radical (feat. Totally Enormous Extinct Dinosaurs) - Edit; Radical (feat. Totally Enormous Extinct Dinosaurs); 2020-01-03; spotify:album:1qovNEQPQNxlOd7w2udLaX; Amtrac; spotify:artist:3ifxHfYz2pqHku0bwx8H5J; 237978; 53; 1; spotify:track:5hladndw7yw0iSImREt8bq; 0.652; 0.751; 6; 0; -8.327; 0.037; 0.111; 0.579; 0.102; 0.0399; 122.027; 4
Sad Child; Sad Child; 2020-06-26; spotify:album:7t93I70Mi63LlZljhdUT9f; Sandro Cavazza; spotify:artist:5JYo7gm2dkyLLlWHjxS7Dy; 182299; 68; 1; spotify:track:756V8q3qX8yeVhKSUnTaKa; 0.812; 0.734; 0; 0; -5.714; 0.0337; 0.00297; 0.000448; 0.107; 0.822; 124.021; 4
Costa Rica; Costa Rica; 2019-07-12; spotify:album:7IfaW9AntTR2FnbKVGCx9T; Benjamin Ingrosso; spotify:artist:7jEEE187pVG6InOxn03oA5; 188440; 60; 1; spotify:track:6iM9PebIqd6fiUlcxm4Fkp; 0.782; 0.674; 6; 0; -4.924; 0.0335; 0.533; 0.00159; 0.065; 0.876; 132.006; 4
Colours of Freedom; Beat Tape 2; 2015-08-28; spotify:album:5IW5ko3B1W5doRD3YH9DV8; Tom Misch; spotify:artist:1uiEZYehlNivdK3iQyAbye; 224000; 46; 10; spotify:track:4Vq6zbG6UJfZ6eHuS6Arn1; 0.778; 0.535; 4; 0; -7.987; 0.0966; 0.331; 0.0551; 0.123; 0.377; 112.063; 4
Beautiful Escape; Beat Tape 2; 2015-08-28; spotify:album:5IW5ko3B1W5doRD3YH9DV8; Tom Misch; spotify:artist:1uiEZYehlNivdK3iQyAbye; 276785; 65; 11; spotify:track:5MChi9fdCbTIWDJPPUuuW6; 0.944; 0.514; 5; 1; -7.895; 0.195; 0.0684; 0.00209; 0.103; 0.331; 120.004; 4
